Indicação Fiscal;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
59.147.002;61.6.0008.0780; 04/08/2015 ; 03/11/2015 ; 02/03/2020 ;HERMENEGILDO LUCA;101;BUTIATUVINHA;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;0;337.102;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";127.330,03;323,67;0;0,00;323,67;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;RAFAEL DE CASTRO MACIEL;;;;;
65.142.016;27.2.0078.0866; 04/08/2015 ; 03/11/2015 ;;ARISTIDES PEREIRA DA CRUZ;20;PORTÃO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;3;1;0;337.098;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";18.450,09;334,10;0;0,00;334,10;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
67.019.035;42.0.0060.0172; 04/08/2015 ; 03/11/2015 ;;JUVENAL CARVALHO;20;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;1;0;337.094;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";9.919,17;139,30;0;0,00;139,30;0,00;0;0;EDIRLEY PERES MACHADO;;EDIRLEY PERES MACHADO;;;;;
67.028.090;44.2.0003.1148; 04/08/2015 ; 03/11/2015 ;;DOUTOR LUBUMIR VIERGBISKI;220;CAMPO COMPRIDO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Portao;2;1;0;337.092;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";40.000,00;316,55;0;0,00;316,55;0,00;0;1;ANDREA TURRA;A0327611;CARLOS RUBENS PROCHMANN JUNIOR;PR0000021204D;;;;
68.163.004;21.5.0001.0096; 04/08/2015 ; 03/10/2015 ; 04/07/2016 ;JORNALISTA PAULINO DE ALMEIDA;48;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;0;1;0;337.120;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";300,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
81.020.010;40.0.0031.0252; 04/08/2015 ; 03/11/2015 ; 07/01/2016 ;CONDE DOS ARCOS;1.080;LINDÓIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Pinheirinho;2;1;0;337.122;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";336,00;304,29;0;0,00;304,29;0,00;0;0;MARCELO ROIKA;PR0000075104D;MARCELO ROIKA;PR0000075104D;;;;
81.055.031;39.1.0026.0244; 04/08/2015 ; 03/11/2015 ; 24/07/2019 ;PADRE MANUEL DA NÓBREGA;1.314;FANNY;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 11 - S. SUL-AIB3;Unidade Regional Pinheirinho;2;1;1;337.096;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";384,00;323,60;0;0,00;323,60;0,00;0;0;MAURICIO DE QUEIROZ ZANDONAI;;MAURICIO DE QUEIROZ ZANDONAI;;;;;
83.098.006;41.1.0039.0028; 04/08/2015 ; 03/11/2015 ;;DEPUTADO WALDEMIRO PEDROSO;553;NOVO MUNDO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Pinheirinho;1;1;0;337.097;HABITAÇÃO UNIFAMILIAR;Edícula / Dependência;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";412,50;205,00;0;0,00;70,00;0,00;0;0;MARCELO ROIKA;PR0000075104D;MARCELO ROIKA;PR0000075104D;;;;
85.614.029;74.3.0056.0282; 04/08/2015 ; 03/11/2015 ; 27/04/2017 ;JULIO BATISTA PEREIRA;192;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;337.089;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;70,00;0;0,00;70,00;0,00;0;0;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;;;;
85.614.030;74.3.0056.0288; 04/08/2015 ; 03/11/2015 ; 27/04/2017 ;JULIO BATISTA PEREIRA;200;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;337.091;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;70,00;0;0,00;70,00;0,00;0;0;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;;;;
85.614.031;74.3.0056.0296; 04/08/2015 ; 03/11/2015 ; 26/04/2017 ;JULIO BATISTA PEREIRA;206;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;337.090;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;70,00;0;0,00;70,00;0,00;0;0;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;JUCARA ELIZABETH DE CASTRO DOS SANTOS;PR0000005852D;;;;
86.394.005;37.5.0036.0368; 04/08/2015 ; 03/11/2015 ;;DINIZ JOAQUIM GEREMIAS;214;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;4;0;337.104;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";480,00;363,32;0;0,00;363,32;0,00;0;0;SEIJI MIKAMI;PR0000006596D;SEIJI MIKAMI;PR0000006596D;;;;
87.792.026;75.3.0012.0286; 04/08/2015 ; 03/11/2015 ; 04/05/2018 ;MAURICIO MIGUEL NASSER ABRÃO;230;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;0;1;337.095;COMÉRCIO E SERVIÇO GERAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.200,00;637,00;0;0,00;637,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
88.493.010;37.2.0092.0058; 04/08/2015 ; 03/11/2015 ;;DELOURDES LOIOLA DE PAULA;70;UBERABA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Cajuru;2;1;1;337.116;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";225,62;195,89;0;0,00;195,89;0,00;0;0;MARIO ROBERTO STINGHEN;;MARIO ROBERTO STINGHEN;;;;;
16.119.018;19.0.0056.0210; 04/09/2015 ; 03/12/2015 ; 03/06/2017 ;MANOEL VICENTE DE OLIVEIRA MELLO;1.455;TARUMÃ;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 6 - S. CENTRAL-AIB2;Unidade Regional Cajuru;2;3;0;337.811;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";400,61;332,00;0;0,00;332,01;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
17.021.204;45.2.0034.0708; 04/09/2015 ; 03/12/2015 ;;PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;1.562;MOSSUNGUÊ;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;2;1;1;337.829;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";789,60;391,58;0;0,00;321,58;70,00;0;0;KELLY CRISTINA RINK;PR0000033890D;KELLY CRISTINA RINK;PR0000033890D;;;;
18.023.033;20.1.0043.0112; 04/09/2015 ; 03/11/2015 ; 17/05/2017 ;ENGENHEIRO ALBERTO MONTEIRO DE CARVALHO;620;CAPÃO DA IMBUIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;0;1;0;337.816;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";286,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
32.118.001;03.0.0008.0110; 04/09/2015 ; 03/12/2015 ;;CANDIDO DE ABREU;1.130;CENTRO CÍVICO;ZCC - ZONA CENTRO CÍVICO - AV. CÂNDIDO ABREU;Unidade Regional Matriz;15;0;1;337.831;SERVIÇO PÚBLICO;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";44.976,00;47.858,63;0;0,00;675,75;18.678,66;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;ARMANDO HIROSHI NONOSE;PR0000021382D;SIAL CONSTRUCOES CIVIS LTDA;;;
69.147.016;77.3.0047.0046; 04/09/2015 ; 03/12/2015 ;;DEPUTADO EDMAR LUIZ COSTA;59;CIDADE INDUSTRIAL;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional CIC;2;1;0;337.804;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";151,32;121,92;0;0,00;121,92;0,00;0;0;MARILENE BESPALHOK;PR0000028809D;MARILENE BESPALHOK;PR0000028809D;;;;
81.482.005;66.1.0013.0416; 04/09/2015 ; 03/12/2015 ;;BRASIL PARANÁ DE CRISTO;186;PINHEIRINHO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Pinheirinho;0;0;0;337.826;;;MURO FRONTAL;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";24.658,20;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
83.050.004;58.0.0036.0068; 04/09/2015 ; 03/11/2015 ;;DOUTOR MANOEL LINHARES DE LACERDA;314;CAPÃO RASO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Pinheirinho;0;0;1;337.824;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";667,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
84.224.032;56.6.0064.0588; 04/09/2015 ; 03/12/2015 ;;ANGÉLICA MARIA TABORDA SANTOS;53;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;337.808;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";480,00;149,76;0;0,00;149,76;0,00;0;0;SEVERINO PEREIRA DE LIMA;;SEVERINO PEREIRA DE LIMA;;;;;
84.261.056;56.5.0032.0548; 04/09/2015 ; 03/12/2015 ;;MAESTRO CARLOS FRANK;2.812;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;0;1;337.817;SUPER / HIPERMERCADO;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";6.593,25;12.407,71;0;0,00;12.407,71;0,00;0;2;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;HENRIQUE AUGUSTO BORA;PR0000008075D;BORA CONSTRUCAO CIVIL LTDA;;;
85.397.008;58.1.0024.0262; 04/09/2015 ; 03/12/2015 ;;JOSÉ ALCIDES DE LIMA;1.629;CAPÃO RASO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Pinheirinho;2;1;0;337.823;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";322,00;233,33;0;0,00;233,33;0,00;0;0;IVO HOFFMANN;PR0000012544D;IVO HOFFMANN;PR0000012544D;;;;
87.633.027;71.6.0109.0268; 04/09/2015 ; 03/12/2015 ; 08/10/2015 ;OSWALDO FARIA AFFONSO DA COSTA;74;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;337.822;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;76,20;0;0,00;76,20;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;;;
89.796.027;76.4.0073.0224; 04/09/2015 ; 03/12/2015 ; 27/02/2019 ;ENGENHEIRO EDUARDO AFONSO NADOLNY;1.074;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;0;2;337.806;"COMÉRCIO E SERVIÇO VICINAL; OUTROS";"******; TORRE";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;258,40;0;0,00;258,40;0,00;0;0;MARIANAH NOGUCHI MACHUCA;A0504858;KATI SALES FAGUNDES;A0305030;;;;
98.071.005;55.0.0094.0654; 04/09/2015 ; 03/12/2015 ;;DAS OLARIAS;550;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;337.813;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";79.168,06;294,11;0;0,00;294,11;0,00;0;1;CLAUDIA SEIXAS JOLY;A0233684;GUILHERME FREDERICO SCHIAVON;PR0000103688D;;;;
15.029.019;11.0.0019.0284; 04/11/2015 ; 03/01/2016 ;;DOUTOR ÁLVARO ALBUQUERQUE;83;BIGORRILHO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Matriz;0;0;0;338.874;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";600,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
43.029.007;28.0.0020.0094; 04/11/2015 ; 02/02/2016 ; 03/04/2017 ;EURIDES CUNHA;368;VILA IZABEL;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;3;3;1;338.879;"HABITAÇÃO UNIFAMILIAR; OUTROS";******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";435,00;425,35;0;0,00;175,35;250,00;0;0;ANDREZA CONSUELO ECKELBERG GOMES;PR0000029212D;ANDREZA CONSUELO ECKELBERG GOMES;PR0000029212D;;;;
54.026.038;16.0.0004.0170; 04/11/2015 ; 02/02/2016 ;;CORONEL AMAZONAS MARCONDES;250;CABRAL;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Matriz;0;1;0;338.871;HABITAÇÃO COLETIVA;******;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";2.753,00;0,00;0;0,00;18,00;18,00;0;0;;;;;;;;
87.255.012;42.1.0084.0232; 04/11/2015 ; 02/02/2016 ;;OSWALDO DE ABREU SILVA;142;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;1;0;338.875;HABITAÇÃO UNIFAMILIAR EM SÉRIE;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";5.406,00;234,67;0;0,00;234,67;0,00;0;0;CESAR AUGUSTO POLYDORO;PR0000004295D;CESAR AUGUSTO POLYDORO;PR0000004295D;;;;
89.316.011;78.0.0031.0188; 04/11/2015 ; 02/02/2016 ;;GERALDINO RAMIRO DOS SANTOS;676;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;2;338.868;"COMÉRCIO E SERVIÇO DE BAIRRO; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";282,00;270,68;0;0,00;270,68;0,00;0;0;JOAO DANIEL FERREIRA;PR0000133732D;JOAO DANIEL FERREIRA;PR0000133732D;;;;
17.038.033;46.1.0013.1222; 04/12/2015 ; 03/03/2016 ;;TOBIAS DE MACEDO JÚNIOR;680;SANTO INÁCIO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;339.525;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";16.685,13;493,00;0;0,00;493,00;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
17.038.033;46.1.0013.1222; 04/12/2015 ; 03/03/2016 ;;TOBIAS DE MACEDO JÚNIOR;680;SANTO INÁCIO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;339.530;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";16.685,13;516,03;0;0,00;516,03;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
29.069.052;44.4.0001.0240; 04/12/2015 ; 03/03/2016 ;;ANGELO BOM;196;CAMPO COMPRIDO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Santa Felicidade;2;1;0;339.527;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";13.396,75;303,79;0;0,00;303,79;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
31.001.015;31.0.0061.0262; 04/12/2015 ; 02/02/2016 ;;HENRIQUE ITIBERÊ DA CUNHA;1.080;VISTA ALEGRE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;0;1;0;339.531;HABITAÇÃO UNIFAMILIAR;******;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";652,00;0,00;0;0,00;90,00;0,00;0;0;;;JEFERSON LUIZ WESCHER;PR0000032503D;;;;
49.112.020;77.5.0022.0198; 04/12/2015 ; 02/02/2016 ;;JARAGUÁ DO SUL;168;CIDADE INDUSTRIAL;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional CIC;0;1;0;339.520;HABITAÇÃO UNIFAMILIAR;******;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";280,00;0,00;0;0,00;36,00;0,00;0;0;;;;;;;;
53.038.094;31.2.0023.0534; 04/12/2015 ; 03/03/2016 ;;ANTONIO COSTA;90;VISTA ALEGRE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;1;339.528;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";4.237,28;333,86;0;0,00;255,02;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
55.053.024;47.1.0027.0422; 04/12/2015 ; 03/03/2016 ; 04/05/2016 ;ÂNGELO DOMINGOS DURIGAN;460;CASCATINHA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;0;1;339.529;COMÉRCIO E SERVIÇO SETORIAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";2.100,00;2.078,88;0;0,00;2.078,88;0,00;0;2;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;JOAO CLEVERSON DE LIMA;;;;;
59.005.012;63.2.0025.0232; 04/12/2015 ; 03/03/2016 ;;AUGUSTINHO LUCCA;135;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;339.523;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";442,00;315,85;0;0,00;315,85;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
82.180.019;57.2.0007.0128; 04/12/2015 ; 03/03/2016 ;;DAVID TOWS;701;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;339.526;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";14.034,00;129,00;0;0,00;129,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
85.486.020;75.4.0034.0330; 04/12/2015 ; 03/03/2016 ;;DAS INDÚSTRIAS;1.356;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;1;0;1;339.522;COMÉRCIO E SERVIÇO SETORIAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";510,00;120,00;0;0,00;120,00;0,00;0;0;ANTONIO JOSE GABRIEL;SC0000029547D;ANTONIO JOSE GABRIEL;SC0000029547D;;;;
89.792.026;76.4.0069.0174; 04/12/2015 ; 03/03/2016 ; 18/01/2016 ;DR. EPAMINONDAS RIBEIRO;254;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;2;0;339.521;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;152,00;0;0,00;152,00;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;;;
33.065.003;31.1.0020.0046; 05/01/2015 ; 05/03/2015 ;;EMILIO BORDENOSKI;13;VISTA ALEGRE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;333.798;HABITAÇÃO UNIFAMILIAR;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";510,25;460,51;0;0,00;348,42;112,09;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;HENRIQUE APARECIDO DE SOUZA PEREIRA;PR0000131269D;;;;
44.017.014;24.1.0004.0376; 05/01/2015 ; 05/03/2015 ;;FRANCISCO NUNES;1.975;PRADO VELHO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 8 - S. CENTRAL-AIB2;Unidade Regional Matriz;3;8;1;332.706;"COMÉRCIO E SERVIÇO DE BAIRRO; HABITAÇÃO COLETIVA";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";480,00;427,80;0;0,00;427,80;0,00;0;0;LEO RICARDO PFUTZ;PR0000074276D;LEO RICARDO PFUTZ;PR0000074276D;;;;
56.019.003;35.0.0047.0412; 05/01/2015 ; 06/03/2015 ;;COLÔMBIA;210;BACACHERI;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;0;1;0;332.712;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";440,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
58.035.003;55.2.0035.0410; 05/01/2015 ; 05/03/2015 ; 15/04/2016 ;RIO TIETÊ;754;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;4;0;333.348;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;448,57;0;0,00;448,57;0,00;0;0;ELISEU HENRIQUE MARTINS;;ELISEU HENRIQUE MARTINS;;;;;
68.081.078;37.1.0036.1164; 05/01/2015 ; 05/03/2015 ; 27/09/2016 ;BURITI;137;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;0;333.078;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";38.750,33;348,65;0;0,00;348,65;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
