INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria;Área Vistoria
87.886.017;67.0.0021.0172; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;141;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.018;67.0.0021.0180; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;133;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.019;67.0.0021.0188; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;125;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.020;67.0.0021.0216; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;81;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;167,36;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.021;67.0.0021.0224; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;69;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;125,98;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.022;67.0.0021.0230; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;57;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;127,91;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.886.023;67.0.0021.0022; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;49;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;176,13;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.001;67.0.0022.0248; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;129;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;163,69;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.002;67.0.0022.0254; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;119;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;129,65;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.003;67.0.0022.0262; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;109;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;131,70;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.004;67.0.0022.0020; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;99;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;172,34;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.005;67.0.0022.0028; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;124;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.006;67.0.0022.0036; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;132;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.007;67.0.0022.0044; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;140;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.008;67.0.0022.0052; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;148;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.009;67.0.0022.0060; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;156;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.010;67.0.0022.0068; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;164;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.011;67.0.0022.0076; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;172;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.012;67.0.0022.0084; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;180;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.013;67.0.0022.0114; 15/01/2013 ; 15/04/2013 ;;SAUL SCHULMAN;192;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;256,43;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.014;67.0.0022.0148; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;209;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;234,14;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.015;67.0.0022.0156; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;191;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.016;67.0.0022.0164; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;183;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.017;67.0.0022.0172; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;175;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.018;67.0.0022.0180; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;167;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.019;67.0.0022.0188; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;159;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.020;67.0.0022.0196; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;151;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.021;67.0.0022.0204; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;143;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.022;67.0.0022.0210; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;135;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.023;67.0.0022.0220; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;127;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.024;67.0.0022.0022; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;99;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;176,13;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.025;67.0.0022.0264; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;111;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;127,91;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.026;67.0.0022.0250; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;127;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;167,36;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.887.027;67.0.0022.0256; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;119;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;125,98;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.001;67.0.0023.0280; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;169;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;163,69;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.002;67.0.0023.0288; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;157;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;129,65;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.003;67.0.0023.0296; 15/01/2013 ; 15/04/2013 ;;PROFESSORA CECILIA IRITANI;159;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;131,70;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.004;67.0.0023.0020; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;118;SÃO MIGUEL;ZCON - ZONA DE CONTENÇÃO - APA PASSAÚNA;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;172,34;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.005;67.0.0023.0028; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;126;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.006;67.0.0023.0036; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;134;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.007;67.0.0023.0044; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;142;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.008;67.0.0023.0052; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;150;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.009;67.0.0023.0060; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;158;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.010;67.0.0023.0068; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;166;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.011;67.0.0023.0076; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;174;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.012;67.0.0023.0084; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;182;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.013;67.0.0023.0092; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;190;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.014;67.0.0023.0100; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;198;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.015;67.0.0023.0130; 15/01/2013 ; 15/04/2013 ;;LEOPOLDO FAVERO;210;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;261,71;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.016;67.0.0023.0166; 15/01/2013 ; 15/04/2013 ;;MARIO PROLICO;127;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;239,42;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.017;67.0.0023.0174; 15/01/2013 ; 15/04/2013 ;;FLAVIO ERNANI BARBIZAN;217;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
87.888.018;67.0.0023.0182; 15/01/2013 ; 15/04/2013 ;;FLAVIO ERNANI BARBIZAN;209;SÃO MIGUEL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;512;;316.344;;******;CONSTRUÇÃO;;128,00;17.025,05;0;0,00;9.590.848,20;0,00;;;IRINEU CELSO DE SANT ANA;;WALDEMAR TROTTA JUNIOR;PR0000013450D;TROCON ENGENHARIA CIVIL LTDA;408324;Total; 07/02/2025 ;17.005,05
